Resolver IP,Last Event Date,Attempted Rankings,Successful Rankings,Top 10 Count,Top 25 Count,Top 50 Count,Top 75 Count,Top 100 Count,Top 200 Count
212.94.32.32,2021-08-07,839335,250484,4258,11292,32102,51446,76384,75002
212.94.162.1,2021-08-04,839335,105382,4361,8013,15442,19840,16107,41619
212.94.162.33,2021-08-04,839335,93897,3607,6856,14018,17428,14277,37711
212.95.31.11,2021-07-31,839335,1730,85,128,220,233,231,833
212.95.31.35,2021-08-03,839335,1727,73,128,224,230,241,831
212.95.41.213,2021-08-05,839335,1756,99,131,227,216,208,875
212.96.1.70,2021-08-07,839335,58615,186,317,669,1133,1869,54441
212.96.162.2,2021-08-06,839335,1988,128,128,254,251,225,1002
212.97.206.131,2021-08-03,839335,1771,93,125,209,218,208,918
212.97.206.161,2021-08-06,839335,1774,76,127,217,213,239,902
212.98.160.50,2021-08-04,839335,138660,5048,3682,4511,6738,17152,101529
212.98.160.65,2021-08-02,839335,12339,372,909,1069,963,1029,7997
212.99.2.8,2021-08-05,839335,57294,2811,3714,7243,7082,8038,28406
212.100.160.53,2021-08-01,839335,1896,102,156,232,235,225,946
212.101.0.10,2021-08-03,839335,1866,72,142,211,246,240,955
212.101.4.253,2021-08-03,839335,1806,78,137,227,210,232,922
212.102.0.10,2021-08-06,839335,4182,189,142,340,379,414,2718
212.103.160.18,2021-08-06,839335,1861,102,160,238,227,246,888
212.103.160.22,2021-08-05,839335,2020,95,131,241,246,224,1083
212.104.130.9,2021-08-02,839335,7947,449,1022,1692,1093,710,2981
212.104.130.65,2021-08-06,839335,10307,194,524,2217,2974,1671,2727
212.106.64.7,2021-08-03,839335,2654,89,148,244,238,293,1642
212.108.200.75,2021-08-01,839335,4627,391,328,605,388,392,2523
212.108.200.77,2021-08-03,839335,80784,1712,2195,4017,5929,12386,54545
212.110.122.132,2021-07-31,839335,92699,2293,8725,19365,20923,13141,28252
212.111.32.7,2021-08-07,839335,28545,738,2158,5611,5497,4303,10238
212.111.32.22,2021-08-02,839335,1983,98,132,282,249,257,965
212.113.161.226,2021-08-05,839335,2124,200,158,226,286,251,1003
212.114.152.1,2021-08-03,839335,2386,381,210,309,281,266,939
212.114.153.1,2021-08-03,839335,2854,396,219,339,307,305,1288
212.115.192.193,2021-08-05,839335,1961,152,215,234,223,244,893
212.115.192.195,2021-08-06,839335,1800,93,131,201,226,242,907
212.115.255.5,2021-08-05,839335,1993,165,136,219,234,220,1019
212.117.68.10,2021-08-05,839335,7510,503,251,606,1088,923,4139
212.117.129.3,2021-08-06,839335,2132,319,134,248,237,254,940
212.118.0.1,2021-08-01,839335,162165,811,837,2253,4105,8957,145202
212.118.0.2,2021-08-07,839335,89103,401,464,1053,2132,5864,79189
212.118.160.1,2021-08-06,839335,53576,869,2451,8306,8267,8346,25337
212.118.241.1,2021-08-07,839335,297916,10788,32017,66039,63479,44421,81172
212.118.241.33,2021-08-07,839335,299919,11083,32427,66688,63392,44754,81575
212.119.0.1,2021-07-31,839335,68237,3243,8139,13968,12531,9357,20999
212.119.96.33,2021-08-05,839335,1934,102,138,243,243,265,943
212.120.66.204,2021-08-05,839335,1879,91,138,250,240,227,933
212.120.160.130,2021-08-05,839335,22978,886,518,562,715,1022,19275
212.122.224.10,2021-07-27,839335,17657,916,661,682,819,1075,13504
212.135.1.32,2021-08-06,839335,6817,416,626,1023,1322,940,2490
212.135.1.33,2021-08-06,839335,6531,220,422,1066,1236,1049,2538
212.139.132.6,2021-08-05,839335,3136,424,376,564,558,305,909
212.139.132.41,2021-08-03,839335,4886,216,470,1505,935,539,1221
212.139.132.42,2021-08-05,839335,7347,255,690,2862,1437,614,1489
212.141.84.12,2021-08-05,839335,1797,92,114,210,210,238,933
212.142.28.66,2021-08-05,839335,1792,76,114,219,232,233,918
212.142.28.67,2021-08-05,839335,1814,78,114,217,217,238,950
212.143.212.143,2021-08-05,839335,2076,342,132,215,255,203,929
212.145.4.97,2021-08-01,839335,1889,103,222,226,236,230,872
212.145.4.98,2021-08-05,839335,1912,136,214,225,217,219,901
212.147.10.10,2021-08-01,839335,32281,495,1110,1891,2590,3336,22859
212.149.120.42,2021-08-03,839335,1887,91,154,211,246,238,947
212.150.49.10,2021-08-04,839335,2075,331,120,233,240,212,939
212.152.79.19,2021-08-04,839335,1751,72,144,219,194,238,884
212.152.79.20,2021-08-06,839335,1750,85,124,227,214,252,848
212.154.208.34,2021-08-03,839335,2102,115,120,242,242,241,1142
212.154.208.212,2021-08-07,839335,2330,123,143,256,275,274,1259
212.156.4.1,2021-08-05,839335,1903,70,152,220,265,279,917
212.156.4.4,2021-08-05,839335,1925,96,129,243,209,225,1023
212.158.192.2,2021-08-05,839335,1823,83,122,232,238,221,927
212.158.192.3,2021-08-05,839335,1858,104,127,224,229,230,944
212.158.248.5,2021-08-04,839335,40748,410,708,1990,4022,6596,27022
212.158.248.6,2021-08-05,839335,41876,437,709,1975,4094,6907,27754
212.159.6.9,2021-08-05,839335,6756,1312,970,1745,892,443,1394
212.159.6.10,2021-08-05,839335,6756,1457,1147,1969,844,290,1049
212.159.11.150,2021-08-05,839335,1878,92,147,260,212,236,931
212.159.13.49,2021-08-05,839335,6864,1580,1210,1946,846,267,1015
212.159.13.50,2021-08-06,839335,6873,1596,1245,1880,822,306,1024
212.159.13.150,2021-07-29,839335,1858,82,141,236,217,226,956
212.162.130.34,2021-08-03,839335,1781,76,142,256,210,225,872
212.162.130.79,2021-08-06,839335,1784,71,132,239,241,198,903
212.164.0.102,2021-08-03,839335,3694,160,178,315,338,390,2313
212.165.130.9,2021-07-29,839335,13805,172,514,1719,3340,2426,5634
212.165.142.249,2021-08-05,839335,1786,78,132,236,217,253,870
212.165.142.250,2021-08-06,839335,1870,96,122,226,250,238,938
212.175.13.113,2021-08-03,839335,2182,263,219,227,237,251,985
212.175.13.114,2021-08-03,839335,2159,255,226,226,234,239,979
212.175.49.254,2021-08-03,839335,1831,89,121,219,264,203,935
212.180.0.137,2021-08-04,839335,1800,103,133,196,231,203,934
212.180.1.79,2021-08-04,839335,1772,83,120,217,216,222,914
212.183.20.2,2021-08-05,839335,3479,174,253,359,381,415,1897
212.200.13.13,2021-08-03,839335,1916,168,110,242,240,240,916
212.204.49.83,2021-08-02,839335,25818,449,721,1877,2833,4032,15906
212.204.60.4,2021-08-05,839335,26352,457,719,1878,2768,4301,16229
212.204.207.221,2021-08-06,839335,1813,88,143,231,223,203,925
212.216.112.112,2021-08-06,839335,16892,765,1253,3417,2560,2291,6606
212.216.112.222,2021-08-06,839335,17062,769,1226,3527,2554,2363,6623
212.216.172.62,2021-08-06,839335,16569,1198,1073,3352,2569,2266,6111
212.216.172.162,2021-08-06,839335,16553,1196,972,3426,2528,2252,6179
212.216.172.222,2021-08-06,839335,212995,4560,8270,16537,17864,51604,114160
212.216.176.62,2021-08-06,839335,1858,81,148,212,260,273,884
212.217.0.1,2021-08-05,839335,3278,1250,162,271,290,278,1027
212.217.0.12,2021-08-05,839335,3409,1385,173,269,277,256,1049
212.217.1.12,2021-08-05,839335,3927,1468,223,315,349,287,1285
212.217.65.10,2021-08-03,839335,5524,473,236,576,588,638,3013
212.241.34.9,2021-08-07,839335,1793,94,130,230,218,228,893
212.241.49.9,2021-08-05,839335,1763,87,139,220,214,218,885
212.241.50.200,2021-08-03,839335,1810,97,153,201,254,223,882
212.241.50.211,2021-08-05,839335,1844,77,131,227,226,239,944
212.241.61.9,2021-08-06,839335,1866,100,139,219,214,237,957
212.242.40.3,2021-08-06,839335,1918,220,123,238,220,231,886
212.242.40.51,2021-08-07,839335,2080,214,135,244,265,279,943
212.244.142.10,2021-08-06,839335,11338,490,1050,525,681,867,7725
212.245.158.66,2021-08-02,839335,128491,2454,2434,6678,9358,22814,84753
212.245.255.2,2021-08-04,839335,5320,897,498,361,521,1086,1957
212.247.152.2,2021-08-05,839335,2621,306,378,414,266,237,1020
212.247.152.6,2021-08-05,839335,4490,719,814,711,395,383,1468
212.247.152.14,2021-08-07,839335,2309,334,271,262,249,258,935
212.247.156.66,2021-08-06,839335,2408,371,283,253,252,265,984
212.247.156.70,2021-08-02,839335,2396,412,280,268,263,241,932
212.252.119.4,2021-08-02,839335,1780,101,121,221,237,212,888
212.252.168.240,2021-08-05,839335,1851,99,132,230,226,235,929
213.0.77.5,2021-08-06,839335,181777,2441,4603,3973,6558,19062,145140
213.11.43.241,2021-08-06,839335,3280,104,159,292,336,402,1987
213.16.20.3,2021-08-03,839335,2010,183,134,250,225,261,957
213.20.148.139,2021-08-04,839335,2285,193,161,264,318,279,1070
213.20.148.140,2021-08-06,839335,3315,411,413,715,409,321,1046
213.20.173.11,2021-08-05,839335,3723,377,537,675,448,401,1285
213.33.99.70,2021-08-07,839335,172613,6936,7270,17545,36714,54071,50077
213.35.134.1,2021-08-04,839335,2856,140,280,514,424,294,1204
213.36.80.1,2021-08-07,839335,6822,3800,736,746,304,257,979
213.42.20.20,2021-08-05,839335,2746,968,132,259,230,205,952
213.51.129.97,2021-08-06,839335,1850,107,136,238,237,234,898
213.51.129.131,2021-08-06,839335,1970,103,150,252,235,237,993
213.51.129.132,2021-08-02,839335,1803,71,140,216,230,221,925
213.51.129.133,2021-08-03,839335,1795,104,141,214,224,255,857
213.52.170.68,2021-08-03,839335,1816,77,145,220,213,227,934
213.52.192.198,2021-08-06,839335,44563,816,2921,8597,9874,8164,14191
213.52.243.233,2021-08-05,839335,1743,90,126,223,223,231,850
213.55.64.36,2021-08-03,839335,1849,82,144,209,231,252,931
213.55.64.38,2021-08-05,839335,1874,97,141,237,222,229,948
213.55.128.1,2021-08-03,839335,1911,118,168,210,229,208,978
213.55.128.2,2021-08-06,839335,1867,111,147,228,240,237,904
213.73.91.35,2021-08-03,839335,152478,3793,6170,15197,29810,39905,57603
213.73.255.52,2021-08-06,839335,2088,221,231,236,233,217,950
213.73.255.53,2021-08-06,839335,2052,234,234,243,207,198,936
213.73.255.57,2021-08-06,839335,1875,86,121,240,254,230,944
213.87.0.1,2021-08-06,839335,2103,341,157,240,233,235,897
213.87.1.1,2021-08-06,839335,2153,325,152,233,241,236,966
213.88.172.230,2021-08-06,839335,10204,583,1327,1351,1070,1250,4623
213.92.5.194,2021-08-06,839335,24008,1027,1328,2412,2626,3241,13374
213.94.78.16,2021-08-03,839335,2086,179,179,250,260,246,972
213.94.78.17,2021-07-29,839335,2110,181,169,280,260,263,957
213.94.190.194,2021-08-06,839335,2458,501,184,266,291,260,956
213.94.190.211,2021-08-06,839335,1957,102,162,253,266,241,933
213.94.190.229,2021-08-05,839335,1891,121,133,243,240,236,918
213.94.190.236,2021-08-03,839335,2363,482,174,255,276,254,922
213.115.226.2,2021-08-01,839335,114461,7318,5742,4990,7722,31713,56976
213.130.0.1,2021-08-05,839335,2707,192,210,294,311,324,1376
213.130.4.1,2021-08-06,839335,2612,179,196,319,303,359,1256
213.130.128.32,2021-08-03,839335,2122,123,197,288,272,287,955
213.130.128.33,2021-08-06,839335,2064,105,179,291,282,295,912
213.131.32.39,2021-08-05,839335,2388,191,202,291,281,283,1140
213.131.64.2,2021-08-03,839335,59429,1126,623,1105,1756,3079,51740
213.131.64.3,2021-08-05,839335,3097,201,209,336,311,318,1722
213.131.65.20,2021-08-05,839335,2534,489,228,307,246,251,1013
213.131.66.246,2021-08-06,839335,2647,473,230,284,282,270,1108
213.132.33.14,2021-08-03,839335,2099,127,167,218,282,291,1014
213.132.33.15,2021-08-05,839335,2139,122,173,266,258,279,1041
213.132.63.25,2021-08-06,839335,2058,166,152,260,244,262,974
213.132.189.250,2021-08-03,839335,2253,237,230,314,292,265,915
213.133.33.2,2021-08-06,839335,35299,1522,2129,3522,5284,6497,16345
213.133.97.162,2021-08-05,839335,1984,90,171,280,234,243,966
213.133.98.98,2021-08-03,839335,2149,208,168,290,247,274,962
213.133.99.99,2021-08-05,839335,2210,175,175,296,288,232,1044
213.133.100.100,2021-08-05,839335,2230,203,158,288,279,268,1034
213.133.224.2,2021-08-05,839335,59670,487,1553,4395,7450,10123,35662
213.136.14.5,2021-08-06,839335,1945,92,153,248,268,254,930
213.136.106.214,2021-08-02,839335,2099,112,169,285,213,246,1074
213.137.131.3,2021-08-05,839335,2011,109,140,245,243,257,1017
213.138.110.132,2021-08-06,839335,1959,98,149,259,260,223,970
213.139.128.59,2021-08-06,839335,37849,1393,4575,5961,4534,4542,16844
213.139.190.3,2021-08-06,839335,13794,714,984,1511,1265,951,8369
213.140.2.12,2021-08-02,839335,5001,1226,577,506,438,478,1776
213.140.2.21,2021-08-07,839335,4901,1199,555,513,459,428,1747
213.140.2.43,2021-08-06,839335,5313,1825,459,498,445,444,1642
213.140.34.65,2021-08-03,839335,38180,1138,1207,1362,1741,2614,30118
213.140.164.26,2021-08-06,839335,2074,107,175,250,279,276,987
213.140.228.218,2021-08-06,839335,2132,159,169,246,255,286,1017
213.140.231.3,2021-08-05,839335,2803,136,246,337,356,350,1378
213.141.72.4,2021-08-05,839335,2095,120,155,257,282,240,1041
213.142.128.1,2021-08-03,839335,1945,82,161,245,263,257,937
213.142.128.2,2021-07-31,839335,2036,101,140,270,267,275,983
213.143.32.20,2021-08-06,839335,3938,466,619,346,365,385,1757
213.143.33.8,2021-08-06,839335,13637,863,1423,828,948,1123,8452
213.143.65.11,2021-08-06,839335,27155,1009,1153,1761,1886,2296,19050
213.143.65.12,2021-08-05,839335,26888,1006,1140,1753,1918,2183,18888
213.144.129.2,2021-08-06,839335,17408,447,490,1313,2104,2455,10599
213.145.129.19,2021-08-06,839335,2011,117,157,263,259,271,944
213.146.7.21,2021-08-06,839335,1981,104,155,254,244,264,960
213.147.96.3,2021-08-06,839335,2004,109,147,254,255,267,972
213.147.96.4,2021-08-05,839335,1998,113,164,271,260,263,927
213.149.32.19,2021-08-03,839335,2043,99,135,267,286,266,990
213.149.32.20,2021-08-05,839335,2069,92,160,268,279,274,996
213.150.191.9,2021-08-05,839335,2288,146,179,255,288,285,1135
213.150.191.10,2021-08-06,839335,2297,141,193,280,255,279,1149
213.151.200.3,2021-08-06,839335,2180,149,170,289,306,254,1012
213.151.233.220,2021-08-04,839335,3060,113,286,420,361,377,1503
213.154.64.13,2021-08-03,839335,72688,225,280,814,1417,3281,66671
213.154.95.126,2021-08-06,839335,2389,191,170,285,255,289,1199
213.157.0.193,2021-08-02,839335,78604,2092,9273,14473,12394,11732,28640
213.157.0.194,2021-08-01,839335,97807,2649,12227,19600,17267,14664,31400
213.157.144.2,2021-08-05,839335,2760,93,215,358,326,348,1420
213.157.176.2,2021-08-06,839335,59595,823,2636,2048,2217,3446,48425
213.157.176.3,2021-08-06,839335,58915,759,2674,2028,2171,3384,47899
213.157.196.130,2021-08-06,839335,95749,637,919,1504,2652,5310,84727
213.158.193.38,2021-08-04,839335,2051,99,161,263,277,261,990
213.158.194.1,2021-08-07,839335,1949,107,158,254,235,254,941
213.160.40.2,2021-08-05,839335,2108,119,170,269,252,296,1002
213.160.40.34,2021-08-04,839335,2040,110,153,273,232,267,1005
213.160.215.100,2021-08-05,839335,1899,102,137,244,252,266,898
213.160.215.150,2021-08-05,839335,1903,100,143,241,249,266,904
213.162.64.1,2021-08-05,839335,3782,161,337,386,414,419,2065
213.162.64.2,2021-08-01,839335,12093,579,980,1000,1124,1206,7204
213.162.65.1,2021-08-06,839335,3977,242,346,425,420,415,2129
213.162.65.2,2021-08-03,839335,13608,692,1006,1152,1181,1341,8236
213.164.255.21,2021-08-04,839335,1951,95,163,262,250,271,910
213.167.167.1,2021-08-03,839335,10421,145,297,635,1004,1197,7143
213.168.112.60,2021-08-04,839335,2424,443,178,256,289,277,981
213.169.107.4,2021-08-04,839335,2868,109,187,320,307,331,1614
213.172.33.34,2021-08-06,839335,115964,4216,3724,6207,11514,23364,66939
213.172.33.35,2021-08-03,839335,124176,4634,4078,6886,12611,25632,70335
213.176.128.50,2021-08-05,839335,2139,135,169,230,302,299,1004
213.176.128.51,2021-08-05,839335,2766,134,172,311,361,315,1473
213.176.161.16,2021-08-03,839335,34390,1918,2734,1393,1845,6098,20402
213.176.161.18,2021-08-06,839335,34543,1936,2731,1420,1749,6152,20555
213.178.66.2,2021-08-06,839335,105645,1281,3238,13376,23681,23135,40934
213.178.66.111,2021-08-05,839335,121471,1618,3670,15824,29426,28008,42925
213.178.66.112,2021-08-06,839335,117655,1624,3675,15054,27728,27117,42457
213.179.249.131,2021-08-04,839335,2479,541,156,269,266,248,999
213.179.249.132,2021-08-03,839335,2460,496,172,271,266,281,974
213.179.249.133,2021-08-05,839335,2538,541,187,282,265,267,996
213.179.249.134,2021-08-05,839335,2491,468,179,237,266,288,1053
213.179.249.135,2021-08-03,839335,2429,522,166,263,259,260,959
213.179.249.136,2021-08-05,839335,2427,535,170,248,267,283,924
213.179.249.137,2021-08-03,839335,2445,525,168,280,277,269,926
213.179.249.138,2021-08-03,839335,2452,537,166,274,270,245,960
213.180.6.2,2021-08-06,839335,2007,102,146,245,253,252,1009
213.184.238.6,2021-08-03,839335,2003,121,180,241,249,288,924
213.184.238.25,2021-08-03,839335,1979,107,162,238,264,255,953
213.186.192.2,2021-08-03,839335,16083,983,1535,1100,942,1096,10427
213.186.192.254,2021-08-06,839335,1941,104,128,251,247,269,942
213.188.172.1,2021-08-05,839335,2059,153,164,277,260,254,951
213.189.128.1,2021-08-03,839335,14722,403,693,1406,1532,1892,8796
213.189.150.218,2021-08-05,839335,4298,110,221,401,502,525,2539
213.191.74.12,2021-08-06,839335,30135,1913,1372,2491,2943,3552,17864
213.191.74.18,2021-08-03,839335,26348,1978,1195,2033,2420,2750,15972
213.191.74.19,2021-08-04,839335,30457,1933,1423,2580,3078,3590,17853
213.191.92.82,2021-08-04,839335,29636,1927,1388,2473,2959,3476,17413
213.191.92.84,2021-08-07,839335,26724,1839,1237,2122,2479,2849,16198
213.191.92.86,2021-08-05,839335,29788,1951,1405,2483,2958,3392,17599
213.191.92.87,2021-07-31,839335,26788,1939,1220,2068,2529,2930,16102
213.191.128.8,2021-08-04,839335,3234,472,208,332,352,436,1434
213.191.128.9,2021-08-06,839335,3252,470,204,325,353,391,1509
213.192.14.14,2021-08-06,839335,2479,112,220,327,310,263,1247
213.192.40.6,2021-08-05,839335,5699,159,426,731,682,696,3005
213.192.56.12,2021-08-03,839335,2965,142,221,377,301,335,1589
213.193.137.53,2021-08-06,839335,2033,95,165,280,238,293,962
213.196.1.2,2021-08-03,839335,2052,93,177,248,255,260,1019
213.196.1.3,2021-08-01,839335,2091,103,146,236,263,273,1070
213.196.1.4,2021-07-31,839335,1935,97,135,252,236,226,989
213.196.37.13,2021-08-05,839335,1829,92,115,212,229,222,959
213.196.37.149,2021-08-07,839335,1847,96,124,213,223,241,950
213.197.28.3,2021-07-31,839335,1977,212,150,235,246,230,904
213.197.30.28,2021-08-06,839335,1978,143,186,259,249,239,902
213.198.78.3,2021-08-05,839335,15370,437,1232,1550,1493,1675,8983
213.199.96.131,2021-08-05,839335,18999,304,844,2485,1968,1442,11956
213.203.124.146,2021-08-04,839335,36228,896,2237,5553,2629,3858,21055
213.203.124.147,2021-08-05,839335,36659,1278,2695,5553,2654,3772,20707
213.204.1.1,2021-08-06,839335,27540,1771,1836,3396,3164,3243,14130
213.205.32.71,2021-08-06,839335,1796,83,141,205,237,214,916
213.208.106.212,2021-08-05,839335,3225,428,350,577,603,299,968
213.208.106.213,2021-08-04,839335,4003,572,455,905,739,351,981
213.212.20.30,2021-08-06,839335,2764,205,377,490,349,263,1080
213.213.160.10,2021-08-05,839335,2456,91,171,342,279,296,1277
213.218.68.7,2021-07-31,839335,1843,81,142,236,220,230,934
213.226.123.19,2021-07-30,839335,3556,243,532,678,495,331,1277
213.226.123.20,2021-08-02,839335,3553,222,553,711,484,343,1240
213.226.123.21,2021-08-06,839335,3492,222,523,710,485,299,1253
213.226.131.131,2021-08-05,839335,2070,148,134,248,235,248,1057
213.227.130.5,2021-08-06,839335,1802,87,146,219,196,213,941
213.227.141.10,2021-07-30,839335,1811,89,142,236,239,228,877
213.228.128.5,2021-08-02,839335,1968,197,141,230,231,229,940
213.228.128.6,2021-08-04,839335,1960,245,132,221,240,223,899
213.229.248.161,2021-08-03,839335,1819,89,117,231,236,222,924
213.230.129.10,2021-08-06,839335,6820,309,488,868,884,782,3489
213.230.130.222,2021-08-05,839335,6994,507,470,1015,849,999,3154
213.230.155.10,2021-08-04,839335,7110,448,387,1052,785,934,3504
213.230.155.94,2021-08-06,839335,1984,102,151,244,234,244,1009
213.234.128.211,2021-08-06,839335,90333,1351,2375,5659,6986,13984,59978
213.239.128.3,2021-08-03,839335,1867,104,127,238,233,223,942
213.239.153.2,2021-08-06,839335,1977,77,125,243,256,259,1017
213.239.153.3,2021-08-03,839335,1956,100,135,226,229,246,1020
213.239.176.4,2021-08-06,839335,1894,91,141,237,232,238,955
213.243.1.42,2021-08-02,839335,4030,599,300,348,385,452,1946
213.244.72.31,2021-08-07,839335,96002,325,417,1048,2041,5148,87023
213.244.255.2,2021-08-06,839335,6348,517,472,660,606,689,3404
213.249.17.11,2021-08-03,839335,1991,163,137,243,261,227,960
213.249.130.100,2021-08-06,839335,2118,185,220,313,242,226,932
213.251.133.164,2021-08-07,839335,258352,7865,30062,70045,62377,30076,57927
213.253.136.17,2021-08-05,839335,70644,1535,5683,13615,12488,10678,26645
213.253.137.17,2021-08-03,839335,74879,1432,5306,13873,14539,11024,28705
216.2.192.32,2021-08-05,839335,52720,1762,3981,8140,6749,6369,25719
216.8.209.88,2021-08-02,839335,30351,466,486,1479,3963,6074,17883
216.9.170.3,2021-08-04,839335,37806,110,267,768,1243,2142,33276
216.17.3.121,2021-08-07,839335,27533,696,624,1657,3002,4152,17402
216.17.3.122,2021-08-05,839335,27196,704,592,1633,3035,4032,17200
216.17.128.2,2021-08-07,839335,261740,3414,4377,8531,24379,35291,185748
216.21.128.22,2021-08-07,839335,189106,3696,9681,8526,13570,30351,123282
216.21.129.22,2021-08-07,839335,181251,3625,9751,8451,12506,28333,118585
216.26.137.4,2021-08-04,839335,2393,89,130,266,248,291,1369
216.27.75.100,2021-08-03,839335,144805,733,3756,17511,15721,14085,92999
216.27.175.2,2021-08-07,839335,151426,1678,4071,13385,19690,23991,88611
216.29.107.5,2021-08-02,839335,25331,361,398,1468,2449,4363,16292
216.29.107.8,2021-08-03,839335,26101,374,439,1484,2581,4461,16762
216.30.255.3,2021-08-05,839335,2122,150,156,241,281,279,1015
216.36.128.2,2021-08-03,839335,6277,156,186,425,521,679,4310
216.37.1.19,2021-08-02,839335,103399,1242,1767,8360,12625,10500,68905
216.38.36.200,2021-08-06,839335,1930,109,158,250,251,253,909
216.38.128.2,2021-08-02,839335,38996,417,1463,5114,6167,7396,18439
216.40.192.103,2021-08-05,839335,23281,255,521,1671,4255,5086,11493
216.41.192.74,2021-08-04,839335,13543,214,303,445,704,1040,10837
216.47.128.11,2021-08-05,839335,33725,864,3028,6613,3520,2903,16797
216.47.160.12,2021-08-05,839335,204320,1037,5646,16409,21547,23191,136490
216.47.160.13,2021-08-05,839335,207120,980,5669,16304,21549,23890,138728
216.52.1.1,2021-08-05,839335,72720,761,3199,11600,11588,10100,35472
216.52.1.33,2021-08-03,839335,73308,804,3122,11775,11668,10343,35596
216.52.41.1,2021-08-05,839335,296375,5861,3172,11228,31650,43195,201269
216.52.65.1,2021-08-07,839335,436895,2880,13765,44624,51394,50089,274143
216.52.94.1,2021-08-07,839335,458400,11515,28034,47544,46758,50351,274198
216.52.94.33,2021-08-07,839335,458683,11565,28189,47461,46906,50044,274518
216.52.126.1,2021-08-06,839335,435969,8257,21886,48414,59494,51944,245974
216.52.129.1,2021-08-06,839335,375362,9729,20490,31693,27812,40257,245381
216.52.161.33,2021-08-06,839335,153809,15444,18522,14386,11136,11158,83163
216.52.169.1,2021-08-02,839335,298891,1273,4297,25542,31630,38590,197559
216.52.254.1,2021-08-05,839335,241359,6981,11838,22717,32348,30569,136906
216.52.254.33,2021-08-05,839335,241407,6958,11746,22919,32380,30343,137061
216.53.5.49,2021-08-06,839335,17296,310,549,1663,3132,2550,9092
216.54.2.10,2021-08-06,839335,65138,754,1144,4537,8323,11138,39242
216.54.2.11,2021-08-04,839335,67994,772,1004,4596,8293,11490,41839
216.54.201.11,2021-08-07,839335,277779,2944,4816,24372,29630,29799,186218
216.55.94.10,2021-08-04,839335,3227,156,333,514,372,328,1524
216.55.128.7,2021-08-06,839335,2050,101,149,262,275,282,981
216.55.144.5,2021-08-02,839335,1933,95,140,270,240,232,956
216.58.97.20,2021-08-06,839335,98716,1530,3300,5431,9886,9176,69393
216.58.97.21,2021-08-03,839335,90996,1467,2950,4918,9004,8381,64276
216.64.180.11,2021-08-01,839335,1932,98,161,229,251,269,924
216.67.192.3,2021-08-01,839335,42273,189,322,904,2014,6452,32392
216.68.8.3,2021-08-01,839335,1962,104,135,239,234,239,1011
216.68.8.8,2021-08-05,839335,1961,98,156,222,235,241,1009
216.69.40.31,2021-08-06,839335,1920,89,132,232,247,252,968
216.69.40.32,2021-08-05,839335,1933,95,159,251,229,233,966
216.69.40.33,2021-08-05,839335,1886,88,156,221,248,230,943
216.73.128.2,2021-07-31,839335,8531,299,415,1249,1680,1199,3689
216.73.128.3,2021-08-05,839335,8678,312,480,1290,1664,1206,3726
216.73.128.5,2021-08-06,839335,9034,336,528,1419,1628,1266,3857
216.76.92.8,2021-08-03,839335,17837,386,1208,2242,2415,1912,9674
216.77.168.1,2021-08-06,839335,54427,408,1227,5598,5904,6050,35240
216.81.96.67,2021-08-05,839335,31804,241,1127,4071,4273,3516,18576
216.81.96.68,2021-08-05,839335,93865,684,4045,11006,9233,9291,59606
216.83.0.5,2021-08-06,839335,4047,724,147,264,313,370,2229
216.83.140.140,2021-08-03,839335,7420,148,232,362,436,557,5685
216.83.236.227,2021-08-07,839335,216511,5848,13604,21202,24503,26746,124608
216.86.64.33,2021-08-03,839335,7408,99,177,397,536,606,5593
216.87.84.211,2021-08-06,839335,3717,120,148,330,380,423,2316
216.93.191.228,2021-08-06,839335,134413,1063,3535,15133,21031,16309,77342
216.99.112.41,2021-08-06,839335,1918,135,120,223,265,244,931
216.104.64.5,2021-08-06,839335,2252,153,189,285,272,285,1068
216.104.72.5,2021-08-06,839335,1820,77,135,208,233,225,942
216.104.200.8,2021-08-02,839335,1890,97,141,225,224,244,959
216.106.26.26,2021-08-06,839335,1877,88,145,201,228,220,995
216.106.184.6,2021-08-05,839335,121970,1874,3330,7363,8431,11105,89867
216.114.114.130,2021-08-06,839335,1953,121,150,207,265,259,951
216.114.114.132,2021-08-06,839335,1923,100,128,229,259,241,966
216.116.96.2,2021-08-06,839335,182192,4065,11214,20384,22413,20094,104022
216.116.96.3,2021-07-31,839335,108425,3652,9897,16406,15586,11547,51337
216.117.191.20,2021-08-06,839335,1892,88,144,220,239,237,964
216.117.191.22,2021-08-05,839335,1849,94,131,219,258,199,948
216.117.199.30,2021-08-04,839335,4971,122,190,480,941,618,2620
216.123.198.243,2021-08-03,839335,5924,855,335,908,934,694,2198
216.126.204.9,2021-08-05,839335,36260,1147,2684,4480,5176,6074,16699
216.127.78.39,2021-08-06,839335,1984,94,158,213,259,265,995
216.130.105.133,2021-08-06,839335,2529,113,206,437,314,305,1154
216.130.152.71,2021-08-05,839335,6270,170,382,750,634,707,3627
216.131.94.5,2021-08-03,839335,165655,1482,6183,24055,28594,18690,86651
216.134.130.11,2021-08-06,839335,2011,99,144,248,257,249,1014
216.135.0.10,2021-08-07,839335,186934,2718,7030,14835,18452,19860,124039
216.138.0.4,2021-08-01,839335,2041,105,155,224,266,250,1041
216.138.56.19,2021-08-04,839335,2080,109,148,250,249,288,1036
216.138.97.246,2021-08-07,839335,167426,1919,6507,15871,15521,22369,105239
